[ 2026-03-14 13:03:47 ] INFO | root | Entered start_data_ingestion method of TrainPipeline class
[ 2026-03-14 13:03:51 ] DEBUG | pymongo.connection | {"message": "Connection pool ready", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:51 ] DEBUG | pymongo.topology | {"message": "Topology description changed", "topologyId": {"$oid": "69b5a303480e2a1ceb85a532"}, "previousDescription": "<TopologyDescription id: 69b5a303480e2a1ceb85a532, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: Unknown, rtt: None>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046999999991385266>]>", "newDescription": "<TopologyDescription id: 69b5a303480e2a1ceb85a532, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046999999991385266>]>"}
[ 2026-03-14 13:03:51 ] DEBUG | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69b5a303480e2a1ceb85a532"}, "driverConnectionId": 1, "serverConnectionId": 116553, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection ready", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.14100000000325963}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.28200000000651926}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "command": "{\"find\": \"heart_data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"k8ksVZcORB+Rf+O4Bgi6KA==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1773511432, \"i\": 2}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"8D5PavzI9KeuciJ/oZkALK1hls4=\", \"subType\": \"00\"}}, \"keyId\": 7563759084126601226}}, \"$db\": \"heart_failure\"}", "commandName": "find", "databaseName": "heart_failure", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 133946, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "durationMS": 86.573, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"699936c799dee36587bc626b\"}, \"age\": 55.0, \"creatinine_phosphokinase\": 7861, \"ejection_fraction\": 38, \"platelets\": 263358.03, \"serum_creatinine\": 1.1, \"serum_sodium\": 136, \"sex\": 1, \"time\": 6, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc6274\"}, \"age\": 75.0, \"anaemia\": 1, \"creatinine_phosphokinase\": 81, \"ejection_fraction\": 38, \"high_blood_pressure\": 1, \"platelets\": 368000.0, \"serum_creatinine\": 4.0, \"serum_sodium\": 131, \"sex\": 1, \"smoking\": 1, \"time\": 10, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc6296\"}, \"age\": 60.0, \"anaemia\": 1, \"creatinine_phosphokinase\": 588, \"diabetes\": 1, \"ejection_fraction\": 60, \"platelets\": 194000.0, \"serum_creatinine\": 1.1, \"serum_sodium\": 142, \"time\": 33, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc62a7\"}, \"age\": 50.0, \"creatinine_phosphokinase\": 318, \"ejection_fraction\": 40, \"high_blood_pressure\": 1, \"platelets\": 216000.0, \"serum_creatinine\": 2.3, \"serum_sodium\": 131, \"time\":...", "commandName": "find", "databaseName": "heart_failure", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 133946, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function any_server_selector at 0x00000224D834EFC0>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 69b5a303480e2a1ceb85a532, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046999999991385266>]>", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function any_server_selector at 0x00000224D834EFC0>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 69b5a303480e2a1ceb85a532, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.046999999991385266>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046999999991385266>]>", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "command": "{\"getMore\": 8374908282220244786, \"collection\": \"heart_data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"k8ksVZcORB+Rf+O4Bgi6KA==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1773511432, \"i\": 4}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"8D5PavzI9KeuciJ/oZkALK1hls4=\", \"subType\": \"00\"}}, \"keyId\": 7563759084126601226}}, \"$db\": \"heart_failure\"}", "commandName": "getMore", "databaseName": "heart_failure", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 133946, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "durationMS": 80.896, "reply": "{\"cursor\": {\"nextBatch\": [{\"_id\": {\"$oid\": \"699936c799dee36587bc6313\"}, \"age\": 70.0, \"creatinine_phosphokinase\": 835, \"ejection_fraction\": 35, \"high_blood_pressure\": 1, \"platelets\": 305000.0, \"serum_creatinine\": 0.8, \"serum_sodium\": 133, \"time\": 145}, {\"_id\": {\"$oid\": \"699936c799dee36587bc6318\"}, \"age\": 65.0, \"creatinine_phosphokinase\": 198, \"diabetes\": 1, \"ejection_fraction\": 35, \"high_blood_pressure\": 1, \"platelets\": 281000.0, \"serum_creatinine\": 0.9, \"serum_sodium\": 137, \"sex\": 1, \"smoking\": 1, \"time\": 146}, {\"_id\": {\"$oid\": \"699936c799dee36587bc632a\"}, \"age\": 50.0, \"anaemia\": 1, \"creatinine_phosphokinase\": 121, \"diabetes\": 1, \"ejection_fraction\": 40, \"platelets\": 260000.0, \"serum_creatinine\": 0.7, \"serum_sodium\": 130, \"sex\": 1, \"time\": 175}, {\"_id\": {\"$oid\": \"699936c799dee36587bc6334\"}, \"age\": 70.0, \"creatinine_phosphokinase\": 97, \"ejection_fraction\": 60, \"high_blood_pressure\": 1, \"platelets\": 220000.0, \"serum_creatinine\": 0.9, \"serum_sodium\": 138, \"sex\": 1, \"time\": 186}, {\"_id\": {...", "commandName": "getMore", "databaseName": "heart_failure", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 133946, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-03-14 13:03:52 ] INFO | root | Shape of dataframe: (299, 13)
[ 2026-03-14 13:03:52 ] INFO | root | Saving exported data into feature store at: artifact\data_ingestion\feature_store\heart_failure_clinical.csv
[ 2026-03-14 13:03:52 ] INFO | root | Successfully fetched data from MongoDB
[ 2026-03-14 13:03:52 ] INFO | root | Entered split_data_as_train_test method of DataIngestion class
[ 2026-03-14 13:03:52 ] INFO | root | Performed train-test split on the dataframe
[ 2026-03-14 13:03:52 ] INFO | root | Exporting train and test datasets to CSV files
[ 2026-03-14 13:03:52 ] INFO | root | Exported train and test datasets successfully
[ 2026-03-14 13:03:52 ] INFO | root | Exited split_data_as_train_test method of DataIngestion class
[ 2026-03-14 13:03:52 ] INFO | root | Train-test split completed
[ 2026-03-14 13:03:52 ] INFO | root | Data ingestion artifact created: DataIngestionArtifact(trained_file_path='artifact\\data_ingestion\\ingested\\train.csv', test_file_path='artifact\\data_ingestion\\ingested\\test.csv')
[ 2026-03-14 13:03:52 ] INFO | root | Exited initiate_data_ingestion method of DataIngestion class
[ 2026-03-14 13:03:52 ] INFO | root | Successfully obtained train and test datasets
[ 2026-03-14 13:03:52 ] INFO | root | Exited start_data_ingestion method of TrainPipeline class
[ 2026-03-14 13:03:52 ] INFO | root | Entered start_data_validation method of TrainPipeline class
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Reading YAML file: config\schema.yaml
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | YAML file read successfully
[ 2026-03-14 13:03:52 ] INFO | root | Starting Heart Dataset Data Validation
[ 2026-03-14 13:03:52 ] INFO | root | Required number of columns present: [True]
[ 2026-03-14 13:03:52 ] INFO | root | Required number of columns present: [True]
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Writing YAML file: artifact\data_validation\drift_report\report.yaml
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | YAML file written successfully
[ 2026-03-14 13:03:52 ] INFO | root | Drift detected in 0/13 features
[ 2026-03-14 13:03:52 ] INFO | root | Data Validation Artifact: DataValidationArtifact(validation_status=True, message='Drift not detected', drift_report_file_path='artifact\\data_validation\\drift_report\\report.yaml')
[ 2026-03-14 13:03:52 ] INFO | root | Data validation completed successfully
