[ 2026-02-22 10:47:42 ] INFO | root | Entered start_data_ingestion method of TrainPipeline class
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "699b332e21052dd10a959c0b"}, "driverConnectionId": 1, "serverConnectionId": 613395, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection created", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "699b332e21052dd10a959c0b"}, "driverConnectionId": 1, "serverConnectionId": 549847, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": false, "durationMS": 47.00000000593718, "reply": "{\"helloOk\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"698e38c4c0c2eac76018bf4e\"}, \"counter\": 3}, \"hosts\": [\"ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net:27017\", \"ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net:27017\", \"ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net:27017\"], \"setName\": \"atlas-fnei8g-shard-0\", \"setVersion\": 150, \"secondary\": true, \"primary\": \"ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"provider\": \"AWS\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"use1-az2\", \"region\": \"US_EAST_1\", \"diskState\": \"READY\"}, \"me\": \"ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1771778863, \"i\": 1}}, \"t\": 505}, \"lastWriteDate\": {\"$date\": \"2026-02-22T16:47:43Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1771778863, \"i\": 1}}, \"t\": 505}, \"majorityWriteDate\": {\"$date\": \"2026-02-22T16:47:43Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localT..."}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection pool ready", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.topology | {"message": "Topology description changed", "topologyId": {"$oid": "699b332e21052dd10a959c0b"}, "previousDescription": "<TopologyDescription id: 699b332e21052dd10a959c0b, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046000000002095476>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: Unknown, rtt: None>]>", "newDescription": "<TopologyDescription id: 699b332e21052dd10a959c0b, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046000000002095476>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>]>"}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "699b332e21052dd10a959c0b"}, "driverConnectionId": 1, "serverConnectionId": 549847, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection ready", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.13999999999941792}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.29699999999138527}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.command | {"message": "Command started", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "command": "{\"find\": \"heart_data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"zx3oqcNCQOCQ+O0Eb0xZaw==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1771778863, \"i\": 1}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"Lg7ufZjSv4l4Q5j8TLLDm2B9WW0=\", \"subType\": \"00\"}}, \"keyId\": 7563759084126601226}}, \"$db\": \"heart_failure\"}", "commandName": "find", "databaseName": "heart_failure", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 613634, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "durationMS": 89.737, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"699936c799dee36587bc626a\"}, \"age\": 75.0, \"creatinine_phosphokinase\": 582, \"ejection_fraction\": 20, \"high_blood_pressure\": 1, \"platelets\": 265000.0, \"serum_creatinine\": 1.9, \"serum_sodium\": 130, \"sex\": 1, \"time\": 4, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc626b\"}, \"age\": 55.0, \"creatinine_phosphokinase\": 7861, \"ejection_fraction\": 38, \"platelets\": 263358.03, \"serum_creatinine\": 1.1, \"serum_sodium\": 136, \"sex\": 1, \"time\": 6, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc626c\"}, \"age\": 65.0, \"creatinine_phosphokinase\": 146, \"ejection_fraction\": 20, \"platelets\": 162000.0, \"serum_creatinine\": 1.3, \"serum_sodium\": 129, \"sex\": 1, \"smoking\": 1, \"time\": 7, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oid\": \"699936c799dee36587bc626d\"}, \"age\": 50.0, \"anaemia\": 1, \"creatinine_phosphokinase\": 111, \"ejection_fraction\": 20, \"platelets\": 210000.0, \"serum_creatinine\": 1.9, \"serum_sodium\": 137, \"sex\": 1, \"time\": 7, \"DEATH_EVENT\": 1}, {\"_id\": {\"$oi...", "commandName": "find", "databaseName": "heart_failure", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 613634, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function any_server_selector at 0x000001D077E1ED40>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 699b332e21052dd10a959c0b, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046000000002095476>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>]>", "clientId": {"$oid": "699b332e21052dd10a959c0b"}}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function any_server_selector at 0x000001D077E1ED40>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 699b332e21052dd10a959c0b, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>, <ServerDescription ('ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.046000000002095476>, <ServerDescription ('ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.04700000000593718>]>", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.command | {"message": "Command started", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "command": "{\"getMore\": 1219184214896484260, \"collection\": \"heart_data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"zx3oqcNCQOCQ+O0Eb0xZaw==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1771778863, \"i\": 1}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"Lg7ufZjSv4l4Q5j8TLLDm2B9WW0=\", \"subType\": \"00\"}}, \"keyId\": 7563759084126601226}}, \"$db\": \"heart_failure\"}", "commandName": "getMore", "databaseName": "heart_failure", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 613634, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "durationMS": 91.332, "reply": "{\"cursor\": {\"nextBatch\": [{\"_id\": {\"$oid\": \"699936c799dee36587bc62cf\"}, \"age\": 75.0, \"creatinine_phosphokinase\": 582, \"ejection_fraction\": 45, \"high_blood_pressure\": 1, \"platelets\": 263358.03, \"serum_creatinine\": 1.18, \"serum_sodium\": 137, \"sex\": 1, \"time\": 87}, {\"_id\": {\"$oid\": \"699936c799dee36587bc62d0\"}, \"age\": 80.0, \"creatinine_phosphokinase\": 898, \"ejection_fraction\": 25, \"platelets\": 149000.0, \"serum_creatinine\": 1.1, \"serum_sodium\": 144, \"sex\": 1, \"smoking\": 1, \"time\": 87}, {\"_id\": {\"$oid\": \"699936c799dee36587bc62d1\"}, \"age\": 42.0, \"creatinine_phosphokinase\": 5209, \"ejection_fraction\": 30, \"platelets\": 226000.0, \"serum_creatinine\": 1.0, \"serum_sodium\": 140, \"sex\": 1, \"smoking\": 1, \"time\": 87}, {\"_id\": {\"$oid\": \"699936c799dee36587bc62d2\"}, \"age\": 60.0, \"creatinine_phosphokinase\": 53, \"ejection_fraction\": 50, \"high_blood_pressure\": 1, \"platelets\": 286000.0, \"serum_creatinine\": 2.3, \"serum_sodium\": 143, \"time\": 87}, {\"_id\": {\"$oid\": \"699936c799dee36587bc62d3\"}, \"age\": 72.0, \"anaemi...", "commandName": "getMore", "databaseName": "heart_failure", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 613634, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017}
[ 2026-02-22 10:47:43 ] DEBUG | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "699b332e21052dd10a959c0b"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-02-22 10:47:43 ] INFO | root | Shape of dataframe: (299, 13)
[ 2026-02-22 10:47:43 ] INFO | root | Saving exported data into feature store at: artifact\data_ingestion\feature_store\heart_failure_clinical.csv
[ 2026-02-22 10:47:43 ] INFO | root | Successfully fetched data from MongoDB
[ 2026-02-22 10:47:43 ] INFO | root | Entered split_data_as_train_test method of DataIngestion class
[ 2026-02-22 10:47:43 ] INFO | root | Performed train-test split on the dataframe
[ 2026-02-22 10:47:43 ] INFO | root | Exporting train and test datasets to CSV files
[ 2026-02-22 10:47:43 ] INFO | root | Exported train and test datasets successfully
[ 2026-02-22 10:47:43 ] INFO | root | Exited split_data_as_train_test method of DataIngestion class
[ 2026-02-22 10:47:43 ] INFO | root | Train-test split completed
[ 2026-02-22 10:47:43 ] INFO | root | Data ingestion artifact created: DataIngestionArtifact(trained_file_path='artifact\\data_ingestion\\ingested\\train.csv', test_file_path='artifact\\data_ingestion\\ingested\\test.csv')
[ 2026-02-22 10:47:43 ] INFO | root | Exited initiate_data_ingestion method of DataIngestion class
[ 2026-02-22 10:47:43 ] INFO | root | Successfully obtained train and test datasets
[ 2026-02-22 10:47:43 ] INFO | root | Exited start_data_ingestion method of TrainPipeline class
[ 2026-02-22 10:47:43 ] INFO | root | Entered start_data_validation method of TrainPipeline class
[ 2026-02-22 10:47:43 ] INFO | heart_failure_logger | Reading YAML file: config\schema.yaml
[ 2026-02-22 10:47:43 ] INFO | heart_failure_logger | YAML file read successfully
[ 2026-02-22 10:47:43 ] INFO | root | Starting Heart Dataset Data Validation
[ 2026-02-22 10:47:43 ] INFO | root | Required number of columns present: [False]
[ 2026-02-22 10:47:43 ] INFO | root | Required number of columns present: [False]
[ 2026-02-22 10:47:43 ] INFO | root | Data Validation Artifact: DataValidationArtifact(validation_status=False, message='Training dataframe column mismatch. Test dataframe column mismatch. ', drift_report_file_path='artifact\\data_validation\\drift_report\\report.yaml')
[ 2026-02-22 10:47:43 ] INFO | root | Data validation completed successfully
[ 2026-02-22 10:47:43 ] INFO | root | Exited start_data_validation method of TrainPipeline class
[ 2026-02-22 10:47:43 ] INFO | heart_failure_logger | Reading YAML file: config\schema.yaml
[ 2026-02-22 10:47:43 ] INFO | heart_failure_logger | YAML file read successfully
